PERIODO ACADEMICO,FACULTAD,CODIGO UNIDAD DE ESTUDIO,CODIGO DEL GRUPO,CREDITOS,TIPO DE OFERTA,TIPOLOGIA,DENOMINACION GRUPO,COD_DUMI_1,DUMI_1,COD_DUMI_2,DUMI_2,COD_DUMI_3,DUMI_3,COD_DUMI_4,DUMI_4,COD_DUMI_5,DUMI_5,COD_DUMI_6,DUMI_6,DIRECTOR UNIDAD DE ESTUDIO,FECHA INICIO,FECHA FINAL,HORA DE INICIO,HORA FINAL,LUNES,MARTES,MIERCOLES,JUEVES,VIERNES,SABADO,DOMINGO
2025-2,FIN,FFPO0006,FFPO0006C305,3,C3,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, TREND  TECH C3G5,IFA00108C305,DUMI ESTRUCTURA DE PENSAMIENTO C3G5,IFA00114C305,DUMI  ESTRUCT DE PENSAM COMPL C3G5,,,,,,,,,VELOSA GARCÍA JOSÉ EDWARD DIVITT,21.07.2025,19.09.2025,12:00:00,13:59:00,LUNES  ,,MIERCOLES  ,,VIERNES  ,,
2025-2,FIN,FFPO0006,FFPO0006C306,3,C3,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, TREND  TECH C3G6,IFA00114C306,DUMI  ESTRUCT DE PENSAM COMPL C3G6,IFA00108C306,DUMI ESTRUCTURA DE PENSAMIENTO C3G6,,,,,,,,,VELOSA GARCÍA JOSÉ EDWARD DIVITT,21.07.2025,19.09.2025,08:00:00,09:59:00,LUNES  ,,MIERCOLES  ,,VIERNES  ,,
2025-2,FIN,FFPO0006,FFPO0006C307,3,C3,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, TREND  TECH C3G7,IFA00114C307,DUMI  ESTRUCT DE PENSAM COMPL C3G7,,,,,,,,,,,VELOSA GARCÍA JOSÉ EDWARD DIVITT,21.07.2025,15.09.2025,18:00:00,19:59:00,LUNES L803 CALLE78,,,,,,
2025-2,FIN,FFPO0006,FFPO0006C307,3,C3,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, TREND  TECH C3G7,IFA00114C307,DUMI  ESTRUCT DE PENSAM COMPL C3G7,,,,,,,,,,,VELOSA GARCÍA JOSÉ EDWARD DIVITT,23.07.2025,17.09.2025,18:00:00,19:59:00,,,MIERCOLES L503 CALLE78,,,,
2025-2,FIN,FFPO0006,FFPO0006C307,3,C3,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, TREND  TECH C3G7,IFA00114C307,DUMI  ESTRUCT DE PENSAM COMPL C3G7,,,,,,,,,,,VELOSA GARCÍA JOSÉ EDWARD DIVITT,25.07.2025,19.09.2025,18:00:00,19:59:00,,,,,VIERNES L801 CALLE78,,
2025-2,FIN,FFPO0006,FFPO0006C401,3,C4,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, TREND  TECH C4G1,IFA00114C401,DUMI  ESTRUCT DE PENSAM COMPL C4G1,IFA00108C401,DUMI ESTRUCTURA DE PENSAMIENTO C4G1,,,,,,,,,VELOSA GARCÍA JOSÉ EDWARD DIVITT,22.09.2025,21.11.2025,08:00:00,09:59:00,LUNES  ,,MIERCOLES  ,,VIERNES  ,,
2025-2,FIN,FFPO0006,FFPO0006C402,3,C4,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, TREND  TECH C4G2,IFA00108C402,DUMI ESTRUCTURA DE PENSAMIENTO C4G2,IFA00114C402,DUMI  ESTRUCT DE PENSAM COMPL C4G2,,,,,,,,,VELOSA GARCÍA JOSÉ EDWARD DIVITT,22.09.2025,21.11.2025,12:00:00,13:59:00,LUNES  ,,MIERCOLES  ,,VIERNES  ,,
2025-2,FIN,FFPO0006,FFPO0006C403,3,C4,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, TREND  TECH C4G3,IFA00108C403,DUMI ESTRUCTURA DE PENSAMIENTO C4G3,IFA00114C403,DUMI  ESTRUCT DE PENSAM COMPL C4G3,,,,,,,,,VELOSA GARCÍA JOSÉ EDWARD DIVITT,22.09.2025,17.11.2025,10:00:00,11:59:00,LUNES L801 CALLE78,,,,,,
2025-2,FIN,FFPO0006,FFPO0006C403,3,C4,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, TREND  TECH C4G3,IFA00108C403,DUMI ESTRUCTURA DE PENSAMIENTO C4G3,IFA00114C403,DUMI  ESTRUCT DE PENSAM COMPL C4G3,,,,,,,,,VELOSA GARCÍA JOSÉ EDWARD DIVITT,23.09.2025,20.11.2025,08:00:00,09:59:00,,MARTES L801 CALLE78,,JUEVES L801 CALLE78,,,
2025-2,FIN,FFPO0006,FFPO0006C404,3,C4,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, TREND  TECH C4G4,IFA00114C404,DUMI  ESTRUCT DE PENSAM COMPL C4G4,IFA00108C404,DUMI ESTRUCTURA DE PENSAMIENTO C4G4,,,,,,,,,VELOSA GARCÍA JOSÉ EDWARD DIVITT,22.09.2025,21.11.2025,16:00:00,17:59:00,LUNES  ,,MIERCOLES  ,,VIERNES  ,,
2025-2,FIN,FFPO0006,FFPO0006C405,3,C4,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, TREND  TECH C4G5,IFA00108C405,DUMI ESTRUCTURA DE PENSAMIENTO C4G5,IFA00114C405,DUMI  ESTRUCT DE PENSAM COMPL C4G5,,,,,,,,,VELOSA GARCÍA JOSÉ EDWARD DIVITT,22.09.2025,21.11.2025,08:00:00,09:59:00,LUNES  ,,MIERCOLES  ,,VIERNES  ,,
2025-2,FIN,FFPO0006,FFPO0006C406,3,C4,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, TREND  TECH C4G6,IFA00114C406,DUMI  ESTRUCT DE PENSAM COMPL C4G6,,,,,,,,,,,VELOSA GARCÍA JOSÉ EDWARD DIVITT,24.09.2025,19.11.2025,20:00:00,21:59:00,,,MIERCOLES L920 CALLE78,,,,
2025-2,FIN,FFPO0006,FFPO0006C406,3,C4,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, TREND  TECH C4G6,IFA00114C406,DUMI  ESTRUCT DE PENSAM COMPL C4G6,,,,,,,,,,,VELOSA GARCÍA JOSÉ EDWARD DIVITT,22.09.2025,17.11.2025,20:00:00,21:59:00,LUNES L801 CALLE78,,,,,,
2025-2,FIN,FFPO0006,FFPO0006C406,3,C4,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, TREND  TECH C4G6,IFA00114C406,DUMI  ESTRUCT DE PENSAM COMPL C4G6,,,,,,,,,,,VELOSA GARCÍA JOSÉ EDWARD DIVITT,26.09.2025,21.11.2025,20:00:00,21:59:00,,,,,VIERNES N411 CALLE79,,
2025-2,FIN,FFPO0007,FFPO0007C301,3,C3,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, SOSTECNIBILIDAD 360 C3G1,,,,,,,,,,,,,SEGURA CONTRERAS JULIAN FELIPE,21.07.2025,19.09.2025,08:00:00,09:59:00,LUNES L703 CALLE78,,,,VIERNES L703 CALLE78,,
2025-2,FIN,FFPO0007,FFPO0007C301,3,C3,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, SOSTECNIBILIDAD 360 C3G1,,,,,,,,,,,,,SEGURA CONTRERAS JULIAN FELIPE,23.07.2025,17.09.2025,08:00:00,09:59:00,,,MIERCOLES L610 CALLE78,,,,
2025-2,FIN,FFPO0007,FFPO0007C302,3,C3,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, SOSTECNIBILIDAD 360 C3G2,,,,,,,,,,,,,SEGURA CONTRERAS JULIAN FELIPE,25.07.2025,19.09.2025,10:00:00,11:59:00,,,,,VIERNES L803 CALLE78,,
2025-2,FIN,FFPO0007,FFPO0007C302,3,C3,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, SOSTECNIBILIDAD 360 C3G2,,,,,,,,,,,,,SEGURA CONTRERAS JULIAN FELIPE,21.07.2025,15.09.2025,10:00:00,11:59:00,LUNES L804 CALLE78,,,,,,
2025-2,FIN,FFPO0007,FFPO0007C302,3,C3,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, SOSTECNIBILIDAD 360 C3G2,,,,,,,,,,,,,SEGURA CONTRERAS JULIAN FELIPE,23.07.2025,17.09.2025,10:00:00,11:59:00,,,MIERCOLES  ,,,,
2025-2,FIN,FFPO0007,FFPO0007C303,3,C3,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, SOSTECNIBILIDAD 360 C3G3,,,,,,,,,,,,,SEGURA CONTRERAS JULIAN FELIPE,21.07.2025,19.09.2025,08:00:00,09:59:00,LUNES L815 CALLE78,,MIERCOLES L815 CALLE78,,VIERNES L815 CALLE78,,
2025-2,FIN,FFPO0007,FFPO0007C401,3,C4,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, SOSTECNIBILIDAD 360 C4G1,,,,,,,,,,,,,SEGURA CONTRERAS JULIAN FELIPE,22.09.2025,21.11.2025,16:00:00,17:59:00,LUNES N512 CALLE79,,,,VIERNES N512 CALLE79,,
2025-2,FIN,FFPO0007,FFPO0007C401,3,C4,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, SOSTECNIBILIDAD 360 C4G1,,,,,,,,,,,,,SEGURA CONTRERAS JULIAN FELIPE,24.09.2025,19.11.2025,16:00:00,17:59:00,,,MIERCOLES L611 CALLE78,,,,
2025-2,FIN,FFPO0007,FFPO0007C402,3,C4,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, SOSTECNIBILIDAD 360 C4G2,,,,,,,,,,,,,SEGURA CONTRERAS JULIAN FELIPE,26.09.2025,21.11.2025,12:00:00,13:59:00,,,,,VIERNES N512 CALLE79,,
2025-2,FIN,FFPO0007,FFPO0007C402,3,C4,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, SOSTECNIBILIDAD 360 C4G2,,,,,,,,,,,,,SEGURA CONTRERAS JULIAN FELIPE,22.09.2025,19.11.2025,12:00:00,13:59:00,LUNES L611 CALLE78,,MIERCOLES L611 CALLE78,,,,
2025-2,FIN,FFPO0007,FFPO0007C403,3,C4,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, SOSTECNIBILIDAD 360 C4G3,,,,,,,,,,,,,SEGURA CONTRERAS JULIAN FELIPE,22.09.2025,21.11.2025,14:00:00,15:59:00,LUNES L509 CALLE78,,MIERCOLES L509 CALLE78,,VIERNES L509 CALLE78,,
2025-2,FIN,FFPO0007,FFPO0007C404,3,C4,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, SOSTECNIBILIDAD 360 C4G4,,,,,,,,,,,,,SEGURA CONTRERAS JULIAN FELIPE,22.09.2025,19.11.2025,14:00:00,15:59:00,LUNES L611 CALLE78,,MIERCOLES L611 CALLE78,,,,
2025-2,FIN,FFPO0007,FFPO0007C404,3,C4,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, SOSTECNIBILIDAD 360 C4G4,,,,,,,,,,,,,SEGURA CONTRERAS JULIAN FELIPE,26.09.2025,21.11.2025,14:00:00,15:59:00,,,,,VIERNES N512 CALLE79,,
2025-2,FIN,FFPO0007,FFPO0007C405,3,C4,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, SOSTECNIBILIDAD 360 C4G5,,,,,,,,,,,,,SEGURA CONTRERAS JULIAN FELIPE,22.09.2025,17.11.2025,20:00:00,21:59:00,LUNES N507 CALLE79,,,,,,
2025-2,FIN,FFPO0007,FFPO0007C405,3,C4,TRANS. OBLIGATORIAS PREGRADO PRESENCIAL, SOSTECNIBILIDAD 360 C4G5,,,,,,,,,,,,,SEGURA CONTRERAS JULIAN FELIPE,24.09.2025,21.11.2025,20:00:00,21:59:00,,,MIERCOLES L804 CALLE78,,VIERNES L804 CALLE78,,
2025-2,FIN,IFA00095,IFA00095C301,3,C3,NUCLEAR, CALCULO INTEGRAL C3G1,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,21.07.2025,19.09.2025,20:00:00,21:59:00,LUNES N508 CALLE79,,MIERCOLES N508 CALLE79,,VIERNES N508 CALLE79,,
2025-2,FIN,IFA00095,IFA00095C302,3,C3,NUCLEAR, CALCULO INTEGRAL C3G2,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,21.07.2025,19.09.2025,08:00:00,09:59:00,LUNES  ,,MIERCOLES  ,,VIERNES  ,,
2025-2,FIN,IFA00100,IFA00100C401,3,C4,NUCLEAR, PROBABIL Y ESTADIST C4G1,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,24.09.2025,19.11.2025,18:00:00,19:59:00,,,MIERCOLES L913 CALLE78,,,,
2025-2,FIN,IFA00100,IFA00100C401,3,C4,NUCLEAR, PROBABIL Y ESTADIST C4G1,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,22.09.2025,17.11.2025,18:00:00,19:59:00,LUNES L801 CALLE78,,,,,,
2025-2,FIN,IFA00100,IFA00100C401,3,C4,NUCLEAR, PROBABIL Y ESTADIST C4G1,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,26.09.2025,21.11.2025,18:00:00,19:59:00,,,,,VIERNES L814 CALLE78,,
2025-2,FIN,IFA00100,IFA00100C402,3,C4,NUCLEAR, PROBABIL Y ESTADIST C4G2,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,22.09.2025,21.11.2025,16:00:00,17:59:00,LUNES L713 CALLE78,,MIERCOLES L713 CALLE78,,VIERNES L713 CALLE78,,
2025-2,FIN,IFA00101,IFA00101C401,3,C4,NUCLEAR, PROBABIL Y ESTADIST C4G1,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,26.09.2025,21.11.2025,18:00:00,19:59:00,,,,,VIERNES L713 CALLE78,,
2025-2,FIN,IFA00101,IFA00101C401,3,C4,NUCLEAR, PROBABIL Y ESTADIST C4G1,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,22.09.2025,17.11.2025,18:00:00,19:59:00,LUNES L913 CALLE78,,,,,,
2025-2,FIN,IFA00101,IFA00101C401,3,C4,NUCLEAR, PROBABIL Y ESTADIST C4G1,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,24.09.2025,19.11.2025,18:00:00,19:59:00,,,MIERCOLES N305 CALLE79,,,,
2025-2,FIN,IFP00150,IFA00622C301,3,C3,NUCLEAR, PROBABI Y ESTAD INFERENC C3G1,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,21.07.2025,19.09.2025,08:00:00,09:59:00,LUNES  ,,MIERCOLES  ,,VIERNES  ,,
2025-2,FIN,IFP00150,IFA00622C302,3,C3,NUCLEAR, PROBABI Y ESTAD INFERENC C3G2,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,21.07.2025,21.11.2025,20:00:00,21:59:00,LUNES  ,,MIERCOLES  ,,VIERNES  ,,
2025-2,FIN,IFP00150,IFA00622C401,3,C4,NUCLEAR, PROBABI Y ESTAD INFERENC C4G1,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,22.09.2025,21.11.2025,20:00:00,21:59:00,LUNES  ,,MIERCOLES  ,,VIERNES  ,,
2025-2,FIN,IFP00150,IFA00622C402,3,C4,NUCLEAR, PROBABI Y ESTAD INFERENC C4G2,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,22.09.2025,21.11.2025,08:00:00,09:59:00,LUNES  ,,MIERCOLES  ,,VIERNES  ,,
2025-2,FIN,IFA00643,IFA00643C301,3,C3,NUCLEAR, ECUACIONES DIFERENCIALES C3G1,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,21.07.2025,19.09.2025,20:00:00,21:59:00,LUNES L913 CALLE78,,MIERCOLES L913 CALLE78,,VIERNES L913 CALLE78,,
2025-2,FIN,IFA00643,IFA00643C302,3,C3,NUCLEAR, ECUACIONES DIFERENCIALES C3G2,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,21.07.2025,19.09.2025,12:00:00,13:59:00,LUNES  ,,MIERCOLES  ,,VIERNES  ,,
2025-2,FIN,IFP00001,IFP00001C401,3,C4,NUCLEAR, GESTION DE PROYECTOS C4G1,,,,,,,,,,,,,RINCON GONZALEZ CESAR HERNANDO,22.09.2025,21.11.2025,20:00:00,21:59:00,LUNES  ,,MIERCOLES  ,,VIERNES  ,,
2025-2,FIN,IFP00001,IFP00001C402,3,C4,NUCLEAR, GESTION DE PROYECTOS C4G2,,,,,,,,,,,,,RINCON GONZALEZ CESAR HERNANDO,26.09.2025,21.11.2025,12:00:00,13:59:00,,,,,VIERNES N505 CALLE79,,
2025-2,FIN,IFP00001,IFP00001C402,3,C4,NUCLEAR, GESTION DE PROYECTOS C4G2,,,,,,,,,,,,,RINCON GONZALEZ CESAR HERNANDO,22.09.2025,19.11.2025,12:00:00,13:59:00,LUNES L903 CALLE78,,MIERCOLES L903 CALLE78,,,,
2025-2,FIN,IFP00001,IFP00001C403,3,C4,NUCLEAR, GESTION DE PROYECTOS C4G3,,,,,,,,,,,,,RINCON GONZALEZ CESAR HERNANDO,24.09.2025,19.11.2025,16:00:00,17:59:00,,,MIERCOLES L903 CALLE78,,,,
2025-2,FIN,IFP00001,IFP00001C403,3,C4,NUCLEAR, GESTION DE PROYECTOS C4G3,,,,,,,,,,,,,RINCON GONZALEZ CESAR HERNANDO,22.09.2025,21.11.2025,16:00:00,17:59:00,LUNES N505 CALLE79,,,,VIERNES N505 CALLE79,,
2025-2,FIN,IFP00001,IFP00001C404,3,C4,NUCLEAR, GESTION DE PROYECTOS C4G4,,,,,,,,,,,,,RINCON GONZALEZ CESAR HERNANDO,24.09.2025,19.11.2025,14:00:00,15:59:00,,,MIERCOLES L903 CALLE78,,,,
2025-2,FIN,IFP00001,IFP00001C404,3,C4,NUCLEAR, GESTION DE PROYECTOS C4G4,,,,,,,,,,,,,RINCON GONZALEZ CESAR HERNANDO,22.09.2025,21.11.2025,14:00:00,15:59:00,LUNES N505 CALLE79,,,,VIERNES N505 CALLE79,,
2025-2,FIN,IFP00111,IFP00111C401,3,C4,NUCLEAR, ALGEBRA LINEAL C4G1,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,22.09.2025,21.11.2025,18:00:00,19:59:00,LUNES L815 CALLE78,,MIERCOLES L815 CALLE78,,VIERNES L815 CALLE78,,
2025-2,FIN,IFP00111,IFP00111C402,3,C4,NUCLEAR, ALGEBRA LINEAL C4G2,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,22.09.2025,21.11.2025,16:00:00,17:59:00,LUNES L503 CALLE78,,MIERCOLES L503 CALLE78,,VIERNES L503 CALLE78,,
2025-2,FIN,IFP00117,IFP00117C301,3,C3,NUCLEAR, CALCULO MULTIVARIADO C3G1,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,21.07.2025,19.09.2025,20:00:00,21:59:00,LUNES N515 CALLE79,,MIERCOLES N515 CALLE79,,VIERNES N515 CALLE79,,
2025-2,FIN,IFP00117,IFP00117C302,3,C3,NUCLEAR, CALCULO MULTIVARIADO C3G2,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,21.07.2025,19.09.2025,06:00:00,07:59:00,LUNES L920 CALLE78,,,,VIERNES L920 CALLE78,,
2025-2,FIN,IFP00117,IFP00117C302,3,C3,NUCLEAR, CALCULO MULTIVARIADO C3G2,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,23.07.2025,17.09.2025,06:00:00,07:59:00,,,MIERCOLES L817 CALLE78,,,,
2025-2,FIN,IFPN0099,IFP00121S201,3,S2,NUCLEAR,MERC ENER GLOB Y REGUL ESTRAT S2G1,,,,,,,,,,,,,SEGURA CONTRERAS JULIAN FELIPE,22.07.2025,20.11.2025,16:00:00,17:29:00,,MARTES N709 CALLE79,,JUEVES N709 CALLE79,,,
2025-2,FIN,IFP00130,IFP00130S204,3,S2,NUCLEAR, ELECTRICIDAD Y ELECTR S2G4,,,,,,,,,,,,,GUARNIZO SAAVEDRA ANDRES FELIPE,22.07.2025,20.11.2025,20:00:00,21:29:00,,MARTES L801 CALLE78,,JUEVES L801 CALLE78,,,
2025-2,FIN,IFP00131,IFP00131C301,2,C3,NUCLEAR,EMPRENDIMIENTO ENERGETICO C3G1,,,,,,,,,,,,,SEGURA CONTRERAS JULIAN FELIPE,22.07.2025,18.09.2025,14:00:00,15:59:00,,MARTES N613 CALLE79,,JUEVES N613 CALLE79,,,
2025-2,FIN,IFP00134,IFP00134S201,3,S2,NUCLEAR, FISICA DE CALOR Y ONDAS S2G1,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,21.07.2025,19.11.2025,20:00:00,21:29:00,LUNES L903 CALLE78,,MIERCOLES L903 CALLE78,,,,
2025-2,FIN,IFPN0012,IFP00142S203,3,S2,NUCLEAR, MATEMATICAS DISCRETAS S2G3,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,22.07.2025,20.11.2025,08:00:00,09:29:00,,MARTES  ,,JUEVES  ,,,
2025-2,FIN,IFPN0012,IFP00142S204,3,S2,NUCLEAR, MATEMATICAS DISCRETAS S2G4,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,22.07.2025,20.11.2025,10:00:00,11:29:00,,MARTES  ,,JUEVES  ,,,
2025-2,FIN,IFP00143,IFP00143S201,3,S2,NUCLEAR, MATEMATICAS ESPECIALES S2G1,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,21.07.2025,19.11.2025,10:00:00,11:29:00,LUNES N515 CALLE79,,MIERCOLES N515 CALLE79,,,,
2025-2,FIN,IFP00150,IFP00150C301,3,C3,NUCLEAR, PROBABI Y ESTAD INFERENC C3G1,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,21.07.2025,19.09.2025,08:00:00,09:59:00,LUNES  ,,MIERCOLES  ,,VIERNES  ,,
2025-2,FIN,IFP00150,IFP00150C302,3,C3,NUCLEAR, PROBABI Y ESTAD INFERENC C3G2,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,21.07.2025,21.11.2025,20:00:00,21:59:00,LUNES  ,,MIERCOLES  ,,VIERNES  ,,
2025-2,FIN,IFP00150,IFP00150C401,3,C4,NUCLEAR, PROBABI Y ESTAD INFERENC C4G1,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,22.09.2025,21.11.2025,20:00:00,21:59:00,LUNES  ,,MIERCOLES  ,,VIERNES  ,,
2025-2,FIN,IFP00150,IFP00150C402,3,C4,NUCLEAR, PROBABI Y ESTAD INFERENC C4G2,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,22.09.2025,21.11.2025,08:00:00,09:59:00,LUNES  ,,MIERCOLES  ,,VIERNES  ,,
2025-2,FIN,IFPN0072,IFP02021S202,3,S2,NUCLEAR,MECAN DE FLUI E HIDRAU S2G2,,,,,,,,,,,,,SEGURA CONTRERAS JULIAN FELIPE,22.07.2025,20.11.2025,18:00:00,19:29:00,,MARTES  ,,JUEVES  ,,,
2025-2,FIN,IFP02024,IFP02024S201,6,S2,NUCLEAR,PROCESOS DE TRANSFORM ENERG S2G1,,,,,,,,,,,,,SEGURA CONTRERAS JULIAN FELIPE,21.07.2025,21.11.2025,12:00:00,13:59:00,LUNES N615 CALLE79,,MIERCOLES N615 CALLE79,,VIERNES N615 CALLE79,,
2025-2,FIN,IFPN0005,IFPN0005S201,3,S2,NUCLEAR, CALCULO INTEGRAL S2G1,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,21.07.2025,19.11.2025,12:00:00,13:29:00,LUNES N612 CALLE79,,MIERCOLES N612 CALLE79,,,,
2025-2,FIN,IFPN0005,IFPN0005S202,3,S2,NUCLEAR, CALCULO INTEGRAL S2G2,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,23.07.2025,21.11.2025,06:00:00,07:29:00,,,MIERCOLES N707 CALLE79,,VIERNES N707 CALLE79,,
2025-2,FIN,IFPN0005,IFPN0005S203,3,S2,NUCLEAR, CALCULO INTEGRAL S2G3,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,23.07.2025,19.11.2025,14:00:00,15:29:00,,,MIERCOLES L804 CALLE78,,,,
2025-2,FIN,IFPN0005,IFPN0005S203,3,S2,NUCLEAR, CALCULO INTEGRAL S2G3,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,21.07.2025,17.11.2025,14:00:00,15:29:00,LUNES N616 CALLE79,,,,,,
2025-2,FIN,IFPN0005,IFPN0005S204,3,S2,NUCLEAR, CALCULO INTEGRAL S2G4,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,22.07.2025,20.11.2025,14:00:00,15:29:00,,MARTES N710 CALLE79,,JUEVES N710 CALLE79,,,
2025-2,FIN,IFPN0005,IFPN0005S205,3,S2,NUCLEAR, CALCULO INTEGRAL S2G5,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,22.07.2025,20.11.2025,12:00:00,13:29:00,,MARTES N511 CALLE79,,JUEVES N511 CALLE79,,,
2025-2,FIN,IFPN0005,IFPN0005S206,3,S2,NUCLEAR, CALCULO INTEGRAL S2G6,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,23.07.2025,21.11.2025,12:00:00,13:29:00,,,MIERCOLES L804 CALLE78,,VIERNES L804 CALLE78,,
2025-2,FIN,IFPN0005,IFPN0005S207,3,S2,NUCLEAR, CALCULO INTEGRAL S2G7,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,21.07.2025,17.11.2025,16:00:00,17:29:00,LUNES N716 CALLE79,,,,,,
2025-2,FIN,IFPN0005,IFPN0005S207,3,S2,NUCLEAR, CALCULO INTEGRAL S2G7,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,23.07.2025,19.11.2025,16:00:00,17:29:00,,,MIERCOLES L803 CALLE78,,,,
2025-2,FIN,IFPN0005,IFPN0005S208,3,S2,NUCLEAR, CALCULO INTEGRAL S2G8,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,22.07.2025,20.11.2025,12:00:00,13:29:00,,MARTES N715 CALLE79,,JUEVES N715 CALLE79,,,
2025-2,FIN,IFPN0005,IFPN0005S209,3,S2,NUCLEAR, CALCULO INTEGRAL S2G9,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,21.07.2025,19.11.2025,14:00:00,15:29:00,LUNES N716 CALLE79,,MIERCOLES N716 CALLE79,,,,
2025-2,FIN,IFPN0005,IFPN0005S210,3,S2,NUCLEAR, CALCULO INTEGRAL S2G10,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,22.07.2025,20.11.2025,18:00:00,19:29:00,,MARTES L509 CALLE78,,JUEVES L509 CALLE78,,,
2025-2,FIN,IFPN0006,IFPN0006S201,3,S2,NUCLEAR, ALGEBRA LINEAL S2G1,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,22.07.2025,20.11.2025,14:00:00,15:29:00,,MARTES N405 CALLE79,,JUEVES N405 CALLE79,,,
2025-2,FIN,IFPN0006,IFPN0006S202,3,S2,NUCLEAR, ALGEBRA LINEAL S2G2,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,21.07.2025,19.11.2025,08:00:00,09:29:00,LUNES N509 CALLE79,,MIERCOLES N509 CALLE79,,,,
2025-2,FIN,IFPN0006,IFPN0006S203,3,S2,NUCLEAR, ALGEBRA LINEAL S2G3,,,,,,,,,,,,,GRAJALES MEDINA DIANA MARIA ,21.07.2025,19.11.2025,08:00:00,09:29:00,LUNES N611 CALLE79,,MIERCOLES N611 CALLE79,,,,
