PERIODO ACADEMICO,FACULTAD,CODIGO UNIDAD DE ESTUDIO,CODIGO DEL GRUPO,CREDITOS,TIPO DE OFERTA,TIPOLOGIA,DENOMINACION GRUPO,COD_DUMI_1,DUMI_1,COD_DUMI_2,DUMI_2,COD_DUMI_3,DUMI_3,COD_DUMI_4,DUMI_4,COD_DUMI_5,DUMI_5,COD_DUMI_6,DUMI_6,DIRECTOR UNIDAD DE ESTUDIO,FECHA INICIO,FECHA FINAL,HORA DE INICIO,HORA FINAL,LUNES,MARTES,MIERCOLES,JUEVES,VIERNES,SABADO,DOMINGO
2025-2,FAFCE,AFPN0104,AFPN0104C301,2,C3,NUCLEAR,MERC INTEL LIDE ESTR Y COMP C3G1,AFA00393C302,DUMI  MERC ESTR Y PLAN DEL MAR C3G2,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,22.07.2025,18.09.2025,14:00:00,15:59:00,,MARTES L720 CALLE78,,JUEVES L720 CALLE78,,,
2025-2,FAFCE,AFPN0104,AFPN0104C401,2,C4,NUCLEAR,MERC INTEL LIDE ESTR Y COMP C4G1,AFA00393C402,DUMI  MERC ESTR Y PLAN DEL MAR C4G2,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,23.09.2025,20.11.2025,14:00:00,15:59:00,,MARTES N707 CALLE79,,JUEVES N707 CALLE79,,,
2025-2,FAFCE,AFPN0105,AFPN0105C301,2,C3,NUCLEAR,MAS LID CMO INSP EL FUT MARK C3G1,,,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,23.07.2025,19.09.2025,06:00:00,07:59:00,,,MIERCOLES N614 CALLE79,,VIERNES N614 CALLE79,,
2025-2,FAFCE,AFPN0105,AFPN0105C401,2,C4,NUCLEAR,MAS LID CMO INSP EL FUT MARK C4G1,,,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,26.09.2025,21.11.2025,10:00:00,11:59:00,,,,,VIERNES N616 CALLE79,,
2025-2,FAFCE,AFPN0105,AFPN0105C401,2,C4,NUCLEAR,MAS LID CMO INSP EL FUT MARK C4G1,,,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,24.09.2025,19.11.2025,10:00:00,11:59:00,,,MIERCOLES N507 CALLE79,,,,
2025-2,FAFCE,AFPN0105,AFPN0105C403,2,C4,NUCLEAR,MAS LID CMO INSP EL FUT MARK C4G3,,,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,24.09.2025,21.11.2025,18:00:00,19:59:00,,,MIERCOLES  ,,VIERNES  ,,
2025-2,FAFCE,AFPN0106,AFPN0106C301,4,C3,NUCLEAR, FIN ACCO FOR OPERAT ACTIV C3G1,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,22.07.2025,18.09.2025,20:00:00,21:59:00,,MARTES N306 CALLE79,,JUEVES N306 CALLE79,,,
2025-2,FAFCE,AFPN0106,AFPN0106C301,4,C3,NUCLEAR, FIN ACCO FOR OPERAT ACTIV C3G1,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,21.07.2025,19.09.2025,20:00:00,21:59:00,LUNES L814 CALLE78,,,,VIERNES L814 CALLE78,,
2025-2,FAFCE,AFPN0106,AFPN0106C302,4,C3,NUCLEAR, FIN ACCO FOR OPERAT ACTIV C3G2,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,21.07.2025,19.09.2025,06:00:00,07:59:00,LUNES  ,,,,VIERNES  ,,
2025-2,FAFCE,AFPN0106,AFPN0106C302,4,C3,NUCLEAR, FIN ACCO FOR OPERAT ACTIV C3G2,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,22.07.2025,18.09.2025,06:00:00,07:59:00,,MARTES N410 CALLE79,,JUEVES N410 CALLE79,,,
2025-2,FAFCE,AFPN0107,AFPN0107C301,2,C3,NUCLEAR, CAT MAN INM VR EX FAB C3G1,,,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,21.07.2025,17.09.2025,20:00:00,21:59:00,LUNES N708 CALLE79,,MIERCOLES N708 CALLE79,,,,
2025-2,FAFCE,AFPN0108,AFPN0108C301,2,C3,NUCLEAR,MAR PUN VENINM VR EXPFAB C3G1,AFA00396C302,DUMI  MARKETING DE PUNTO DE VEN C3G2,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,22.07.2025,18.09.2025,18:00:00,19:59:00,,MARTES  ,,JUEVES  ,,,
2025-2,FAFCE,AFPN0110,AFPN0110C401,4,C4,NUCLEAR, FIN ACC FOR INV FIN ACT C4G1,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,22.09.2025,21.11.2025,18:00:00,19:59:00,LUNES  ,,,,VIERNES  ,,
2025-2,FAFCE,AFPN0110,AFPN0110C401,4,C4,NUCLEAR, FIN ACC FOR INV FIN ACT C4G1,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,23.09.2025,20.11.2025,18:00:00,19:59:00,,MARTES L913 CALLE78,,JUEVES L913 CALLE78,,,
2025-2,FAFCE,AFPN0110,AFPN0110C402,4,C4,NUCLEAR, FIN ACC FOR INV FIN ACT C4G2,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,23.09.2025,20.11.2025,12:00:00,13:59:00,,MARTES L913 CALLE78,,JUEVES L913 CALLE78,,,
2025-2,FAFCE,AFPN0110,AFPN0110C402,4,C4,NUCLEAR, FIN ACC FOR INV FIN ACT C4G2,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,22.09.2025,17.11.2025,12:00:00,13:59:00,LUNES N306 CALLE79,,,,,,
2025-2,FAFCE,AFPN0110,AFPN0110C402,4,C4,NUCLEAR, FIN ACC FOR INV FIN ACT C4G2,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,26.09.2025,21.11.2025,12:00:00,13:59:00,,,,,VIERNES  ,,
2025-2,FAFCE,AFPN0111,AFPN0111S201,3,S2,NUCLEAR, CORPORATE TAXES S2G1,AFA02025S201,DUMI  PLANEACION TRIBUTARIA S2G1,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,22.07.2025,18.11.2025,20:00:00,21:29:00,,MARTES  ,,,,,
2025-2,FAFCE,AFPN0111,AFPN0111S201,3,S2,NUCLEAR, CORPORATE TAXES S2G1,AFA02025S201,DUMI  PLANEACION TRIBUTARIA S2G1,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,24.07.2025,20.11.2025,20:00:00,21:29:00,,,,JUEVES N411 CALLE79,,,
2025-2,FAFCE,AFPN0111,AFPN0111S202,3,S2,NUCLEAR, CORPORATE TAXES S2G2,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,22.07.2025,20.11.2025,06:00:00,07:29:00,,MARTES N408 CALLE79,,JUEVES N408 CALLE79,,,
2025-2,FAFCE,AFPN0112,AFPN0112S201,3,S2,NUCLEAR, LEGAL SYSTEM S2G1,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,23.07.2025,19.11.2025,20:00:00,21:29:00,,,MIERCOLES N509 CALLE79,,,,
2025-2,FAFCE,AFPN0112,AFPN0112S201,3,S2,NUCLEAR, LEGAL SYSTEM S2G1,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,21.07.2025,17.11.2025,18:00:00,19:29:00,LUNES L510 CALLE78,,,,,,
2025-2,FAFCE,AFPN0112,AFPN0112S202,3,S2,NUCLEAR, LEGAL SYSTEM S2G2,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,23.07.2025,21.11.2025,08:00:00,09:29:00,,,MIERCOLES N505 CALLE79,,VIERNES N505 CALLE79,,
2025-2,FAFCE,AFPN0113,AFPN0113S201,4,S2,NUCLEAR, PERFORMANCE MANAGEMENT S2G1,AFA02027S201,DUMI  GESTION DEL DESEMPENO S2G1,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,23.07.2025,19.11.2025,18:00:00,19:59:00,,,MIERCOLES N306 CALLE79,,,,
2025-2,FAFCE,AFPN0113,AFPN0113S201,4,S2,NUCLEAR, PERFORMANCE MANAGEMENT S2G1,AFA02027S201,DUMI  GESTION DEL DESEMPENO S2G1,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,25.07.2025,21.11.2025,18:00:00,19:59:00,,,,,VIERNES N407 CALLE79,,
2025-2,FAFCE,AFPN0113,AFPN0113S202,4,S2,NUCLEAR, PERFORMANCE MANAGEMENT S2G2,AFA02027S202,DUMI  GESTION DEL DESEMPENO S2G2,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,22.07.2025,20.11.2025,16:00:00,17:59:00,,MARTES N412 CALLE79,,JUEVES N412 CALLE79,,,
2025-2,FAFCE,AFPN0114,AFPN0114S201,3,S2,NUCLEAR, TAX MANAGEMENT S2G1,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,23.07.2025,21.11.2025,20:00:00,21:29:00,,,MIERCOLES  ,,VIERNES  ,,
2025-2,FAFCE,AFPN0114,AFPN0114S202,3,S2,NUCLEAR, TAX MANAGEMENT S2G2,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,21.07.2025,19.11.2025,18:00:00,19:29:00,LUNES L901 CALLE78,,MIERCOLES L901 CALLE78,,,,
2025-2,FAFCE,AFPN0114,AFPN0114S203,3,S2,NUCLEAR, TAX MANAGEMENT S2G3,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,22.07.2025,20.11.2025,06:00:00,07:29:00,,MARTES N409 CALLE79,,JUEVES N409 CALLE79,,,
2025-2,FAFCE,AFPN0114,AFPN0114S204,3,S2,NUCLEAR, TAX MANAGEMENT S2G4,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,22.07.2025,20.11.2025,06:00:00,07:29:00,,MARTES N305 CALLE79,,JUEVES N305 CALLE79,,,
2025-2,FAFCE,AFPN0114,AFPN0114S205,3,S2,NUCLEAR, TAX MANAGEMENT S2G5,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,22.07.2025,20.11.2025,06:00:00,07:29:00,,MARTES L810 CALLE78,,JUEVES L810 CALLE78,,,
2025-2,FAFCE,AFPN0115,AFPN0115S201,3,S2,NUCLEAR, REGULATIONS FOR COMPANIES S2G1,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,22.07.2025,20.11.2025,18:00:00,19:29:00,,MARTES N411 CALLE79,,JUEVES N411 CALLE79,,,
2025-2,FAFCE,AFPN0116,AFPN0116C301,4,C3,NUCLEAR, FINAN INF FOR VALUE CREAT C3G1,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,25.07.2025,19.09.2025,18:00:00,19:59:00,,,,,VIERNES N306 CALLE79,,
2025-2,FAFCE,AFPN0116,AFPN0116C301,4,C3,NUCLEAR, FINAN INF FOR VALUE CREAT C3G1,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,23.07.2025,17.09.2025,18:00:00,19:59:00,,,MIERCOLES  ,,,,
2025-2,FAFCE,AFPN0116,AFPN0116C302,4,C3,NUCLEAR, FINAN INF FOR VALUE CREAT C3G2,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,22.07.2025,17.09.2025,20:00:00,21:59:00,,MARTES N307 CALLE79,MIERCOLES N307 CALLE79,,,,
2025-2,FAFCE,AFPN0116,AFPN0116C302,4,C3,NUCLEAR, FINAN INF FOR VALUE CREAT C3G2,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,21.07.2025,15.09.2025,20:00:00,21:59:00,LUNES L701 CALLE78,,,,,,
2025-2,FAFCE,AFPN0116,AFPN0116C302,4,C3,NUCLEAR, FINAN INF FOR VALUE CREAT C3G2,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,25.07.2025,19.09.2025,20:00:00,21:59:00,,,,,VIERNES N412 CALLE79,,
2025-2,FAFCE,AFPN0117,AFPN0117C401,4,C4,NUCLEAR, FINAN INF FOR BUSI DECIS C4G1,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,23.09.2025,20.11.2025,20:00:00,21:59:00,,MARTES N412 CALLE79,,JUEVES N412 CALLE79,,,
2025-2,FAFCE,AFPN0117,AFPN0117C402,4,C4,NUCLEAR, FINAN INF FOR BUSI DECIS C4G2,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,22.09.2025,21.11.2025,20:00:00,21:59:00,LUNES N412 CALLE79,,,,VIERNES N412 CALLE79,,
2025-2,FAFCE,AFPN0117,AFPN0117C402,4,C4,NUCLEAR, FINAN INF FOR BUSI DECIS C4G2,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,23.09.2025,20.11.2025,20:00:00,21:59:00,,MARTES N307 CALLE79,,JUEVES N307 CALLE79,,,
2025-2,FAFCE,AFPN0118,AFPN0118C301,4,C3,NUCLEAR, INT AND ESSENT AUDIT PRAC C3G1,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,24.07.2025,18.09.2025,20:00:00,21:59:00,,,,JUEVES  ,,,
2025-2,FAFCE,AFPN0118,AFPN0118C301,4,C3,NUCLEAR, INT AND ESSENT AUDIT PRAC C3G1,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,23.07.2025,19.09.2025,20:00:00,21:59:00,,,MIERCOLES L901 CALLE78,,VIERNES L901 CALLE78,,
2025-2,FAFCE,AFPN0118,AFPN0118C301,4,C3,NUCLEAR, INT AND ESSENT AUDIT PRAC C3G1,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,21.07.2025,15.09.2025,20:00:00,21:59:00,LUNES L801 CALLE78,,,,,,
2025-2,FAFCE,AFPN0118,AFPN0118C302,4,C3,NUCLEAR, INT AND ESSENT AUDIT PRAC C3G2,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,22.07.2025,18.09.2025,06:00:00,07:59:00,,MARTES N307 CALLE79,,JUEVES N307 CALLE79,,,
2025-2,FAFCE,AFPN0118,AFPN0118C302,4,C3,NUCLEAR, INT AND ESSENT AUDIT PRAC C3G2,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,23.07.2025,19.09.2025,06:00:00,07:59:00,,,MIERCOLES  ,,VIERNES  ,,
2025-2,FAFCE,AFPN0119,AFPN0119C401,4,C4,NUCLEAR, TRUST IN BUS INF THR ASS C4G1,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,22.09.2025,21.11.2025,18:00:00,19:59:00,LUNES N412 CALLE79,MARTES N412 CALLE79,,JUEVES N412 CALLE79,VIERNES N412 CALLE79,,
2025-2,FAFCE,AFPN0119,AFPN0119C402,4,C4,NUCLEAR, TRUST IN BUS INF THR ASS C4G2,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,23.09.2025,20.11.2025,06:00:00,07:59:00,,MARTES N411 CALLE79,,JUEVES N411 CALLE79,,,
2025-2,FAFCE,AFPN0119,AFPN0119C402,4,C4,NUCLEAR, TRUST IN BUS INF THR ASS C4G2,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,22.09.2025,21.11.2025,06:00:00,07:59:00,LUNES  ,,,,VIERNES  ,,
2025-2,FAFCE,AFPN0120,AFPN0120C401,4,C4,NUCLEAR, FINANCIAL MANAGEMENT C4G1,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,23.09.2025,20.11.2025,18:00:00,19:59:00,,MARTES L901 CALLE78,,JUEVES L901 CALLE78,,,
2025-2,FAFCE,AFPN0120,AFPN0120C402,4,C4,NUCLEAR, FINANCIAL MANAGEMENT C4G2,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,22.09.2025,17.11.2025,20:00:00,21:59:00,LUNES N307 CALLE79,,,,,,
2025-2,FAFCE,AFPN0120,AFPN0120C402,4,C4,NUCLEAR, FINANCIAL MANAGEMENT C4G2,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,26.09.2025,21.11.2025,20:00:00,21:59:00,,,,,VIERNES L810 CALLE78,,
2025-2,FAFCE,AFPN0120,AFPN0120C402,4,C4,NUCLEAR, FINANCIAL MANAGEMENT C4G2,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,23.09.2025,20.11.2025,20:00:00,21:59:00,,MARTES L913 CALLE78,,JUEVES L913 CALLE78,,,
2025-2,FAFCE,AFPN0121,AFPN0121S201,4,S2,NUCLEAR, NEW PUBLIC FINANC MANAG S2G1,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,23.07.2025,19.11.2025,18:00:00,19:59:00,,,MIERCOLES N409 CALLE79,,,,
2025-2,FAFCE,AFPN0121,AFPN0121S201,4,S2,NUCLEAR, NEW PUBLIC FINANC MANAG S2G1,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,21.07.2025,17.11.2025,18:00:00,19:59:00,LUNES L810 CALLE78,,,,,,
2025-2,FAFCE,AFPN0121,AFPN0121S202,4,S2,NUCLEAR, NEW PUBLIC FINANC MANAG S2G2,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,22.07.2025,20.11.2025,10:00:00,11:59:00,,MARTES N411 CALLE79,,JUEVES N411 CALLE79,,,
2025-2,FAFCE,EFA00904,EFA00904C301,3,C3,TRANSVERSALES OBLIGATORIAS PREG. PRESENC, CULTURA DEL EMPREN II C3G1,,,,,,,,,,,,,REYES GIRALDO DARIO MAURICIO,21.07.2025,17.09.2025,20:00:00,21:59:00,LUNES N511 CALLE79,,MIERCOLES N511 CALLE79,,,,
2025-2,FAFCE,EFA00904,EFA00904C302,3,C3,TRANSVERSALES OBLIGATORIAS PREG. PRESENC, CULTURA DEL EMPREN II C3G2,,,,,,,,,,,,,REYES GIRALDO DARIO MAURICIO,22.07.2025,18.09.2025,14:00:00,15:59:00,,MARTES L612 CALLE78,,JUEVES L612 CALLE78,,,
2025-2,FAFCE,EFA00904,EFA00904C303,3,C3,TRANSVERSALES OBLIGATORIAS PREG. PRESENC, CULTURA DEL EMPREN II C3G3,,,,,,,,,,,,,REYES GIRALDO DARIO MAURICIO,22.07.2025,18.09.2025,06:00:00,07:59:00,,MARTES N405 CALLE79,,JUEVES N405 CALLE79,,,
2025-2,FAFCE,EFA00904,EFA00904C401,3,C4,TRANSVERSALES OBLIGATORIAS PREG. PRESENC, CULTURA DEL EMPREN II C4G1,,,,,,,,,,,,,REYES GIRALDO DARIO MAURICIO,24.09.2025,21.11.2025,18:00:00,19:59:00,,,MIERCOLES L812 CALLE78,,VIERNES L812 CALLE78,,
2025-2,FAFCE,EFA00904,EFA00904C402,3,C4,TRANSVERSALES OBLIGATORIAS PREG. PRESENC, CULTURA DEL EMPREN II C4G2,,,,,,,,,,,,,REYES GIRALDO DARIO MAURICIO,24.09.2025,21.11.2025,06:00:00,07:59:00,,,MIERCOLES N614 CALLE79,,VIERNES N614 CALLE79,,
2025-2,FAFCE,EFA00904,EFA00904C403,3,C4,TRANSVERSALES OBLIGATORIAS PREG. PRESENC, CULTURA DEL EMPREN II C4G3,,,,,,,,,,,,,REYES GIRALDO DARIO MAURICIO,24.09.2025,19.11.2025,14:00:00,15:59:00,,,MIERCOLES L610 CALLE78,,,,
2025-2,FAFCE,EFA00904,EFA00904C403,3,C4,TRANSVERSALES OBLIGATORIAS PREG. PRESENC, CULTURA DEL EMPREN II C4G3,,,,,,,,,,,,,REYES GIRALDO DARIO MAURICIO,22.09.2025,17.11.2025,14:00:00,15:59:00,LUNES L613 CALLE78,,,,,,
2025-2,FAFCE,EFA00905,EFA00905C301,2,C3,TRANSVERSALES OBLIGATORIAS PREG. PRESENC, CULTURA DEL EMPREN I C3G1,,,,,,,,,,,,,REYES GIRALDO DARIO MAURICIO,22.07.2025,18.09.2025,20:00:00,21:59:00,,MARTES L509 CALLE78,,JUEVES L509 CALLE78,,,
2025-2,FAFCE,EFA00905,EFA00905C302,2,C3,TRANSVERSALES OBLIGATORIAS PREG. PRESENC, CULTURA DEL EMPREN I C3G2,,,,,,,,,,,,,REYES GIRALDO DARIO MAURICIO,23.07.2025,19.09.2025,16:00:00,17:59:00,,,MIERCOLES L918 CALLE78,,VIERNES L918 CALLE78,,
2025-2,FAFCE,EFA00905,EFA00905C303,2,C3,TRANSVERSALES OBLIGATORIAS PREG. PRESENC, CULTURA DEL EMPREN I C3G3,,,,,,,,,,,,,REYES GIRALDO DARIO MAURICIO,22.07.2025,18.09.2025,10:00:00,11:59:00,,MARTES L613 CALLE78,,JUEVES L613 CALLE78,,,
2025-2,FAFCE,EFA00905,EFA00905C304,2,C3,TRANSVERSALES OBLIGATORIAS PREG. PRESENC, CULTURA DEL EMPREN I C3G4,,,,,,,,,,,,,REYES GIRALDO DARIO MAURICIO,22.07.2025,18.09.2025,10:00:00,11:59:00,,MARTES N715 CALLE79,,JUEVES N715 CALLE79,,,
2025-2,FAFCE,EFA00905,EFA00905C401,2,C4,TRANSVERSALES OBLIGATORIAS PREG. PRESENC, CULTURA DEL EMPREN I C4G1,,,,,,,,,,,,,REYES GIRALDO DARIO MAURICIO,23.09.2025,20.11.2025,18:00:00,19:59:00,,MARTES N404 CALLE79,,JUEVES N404 CALLE79,,,
2025-2,FAFCE,EFA00905,EFA00905C402,2,C4,TRANSVERSALES OBLIGATORIAS PREG. PRESENC, CULTURA DEL EMPREN I C4G2,,,,,,,,,,,,,REYES GIRALDO DARIO MAURICIO,23.09.2025,20.11.2025,14:00:00,15:59:00,,MARTES N508 CALLE79,,JUEVES N508 CALLE79,,,
2025-2,FAFCE,EFA00905,EFA00905C403,2,C4,TRANSVERSALES OBLIGATORIAS PREG. PRESENC, CULTURA DEL EMPREN I C4G3,,,,,,,,,,,,,REYES GIRALDO DARIO MAURICIO,23.09.2025,20.11.2025,06:00:00,07:59:00,,MARTES N405 CALLE79,,JUEVES N405 CALLE79,,,
2025-2,FAFCE,EFA00905,EFA00905C404,2,C4,TRANSVERSALES OBLIGATORIAS PREG. PRESENC, CULTURA DEL EMPREN I C4G4,,,,,,,,,,,,,REYES GIRALDO DARIO MAURICIO,24.09.2025,21.11.2025,08:00:00,09:59:00,,,MIERCOLES N515 CALLE79,,VIERNES N515 CALLE79,,
2025-2,FAFCE,EFA00908,EFA00908C301,3,C3,TRANSVERSALES OBLIGATORIAS PREG. PRESENC, CULTURA DEL EMPREN III C3G1,,,,,,,,,,,,,REYES GIRALDO DARIO MAURICIO,22.07.2025,18.09.2025,18:00:00,19:59:00,,MARTES L811 CALLE78,,JUEVES L811 CALLE78,,,
2025-2,FAFCE,EFA00908,EFA00908C302,3,C3,TRANSVERSALES OBLIGATORIAS PREG. PRESENC, CULTURA DEL EMPREN III C3G2,,,,,,,,,,,,,REYES GIRALDO DARIO MAURICIO,22.07.2025,18.09.2025,10:00:00,11:59:00,,MARTES N507 CALLE79,,JUEVES N507 CALLE79,,,
2025-2,FAFCE,EFA00908,EFA00908C303,3,C3,TRANSVERSALES OBLIGATORIAS PREG. PRESENC, CULTURA DEL EMPREN III C3G3,,,,,,,,,,,,,REYES GIRALDO DARIO MAURICIO,22.07.2025,18.09.2025,14:00:00,15:59:00,,MARTES N716 CALLE79,,JUEVES N716 CALLE79,,,
2025-2,FAFCE,EFA00908,EFA00908C304,3,C3,TRANSVERSALES OBLIGATORIAS PREG. PRESENC, CULTURA DEL EMPREN III C3G4,,,,,,,,,,,,,REYES GIRALDO DARIO MAURICIO,22.07.2025,18.09.2025,10:00:00,11:59:00,,MARTES N605 CALLE79,,JUEVES N605 CALLE79,,,
2025-2,FAFCE,EFA00908,EFA00908C401,3,C4,TRANSVERSALES OBLIGATORIAS PREG. PRESENC, CULTURA DEL EMPREN III C4G1,,,,,,,,,,,,,REYES GIRALDO DARIO MAURICIO,24.09.2025,21.11.2025,20:00:00,21:59:00,,,MIERCOLES N403 CALLE79,,VIERNES N403 CALLE79,,
2025-2,FAFCE,EFA00908,EFA00908C402,3,C4,TRANSVERSALES OBLIGATORIAS PREG. PRESENC, CULTURA DEL EMPREN III C4G2,,,,,,,,,,,,,REYES GIRALDO DARIO MAURICIO,23.09.2025,20.11.2025,10:00:00,11:59:00,,MARTES N605 CALLE79,,JUEVES N605 CALLE79,,,
2025-2,FAFCE,EFA00908,EFA00908C403,3,C4,TRANSVERSALES OBLIGATORIAS PREG. PRESENC, CULTURA DEL EMPREN III C4G3,,,,,,,,,,,,,REYES GIRALDO DARIO MAURICIO,23.09.2025,20.11.2025,10:00:00,11:59:00,,MARTES N507 CALLE79,,JUEVES N507 CALLE79,,,
2025-2,FAFCE,EFA00908,EFA00908C404,3,C4,TRANSVERSALES OBLIGATORIAS PREG. PRESENC, CULTURA DEL EMPREN III C4G4,,,,,,,,,,,,,REYES GIRALDO DARIO MAURICIO,23.09.2025,20.11.2025,14:00:00,15:59:00,,MARTES N716 CALLE79,,JUEVES N716 CALLE79,,,
2025-2,FAFCE,FFA00016,FFA00016C301,3,C3,ELECTIVAS GENERALES PREGRADO PRESENC,BANCA DE INVERSION C3G1,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,21.07.2025,19.09.2025,06:00:00,07:59:00,LUNES  ,,MIERCOLES  ,,VIERNES  ,,
2025-2,FAFCE,FFA00016,FFA00016C401,3,C4,ELECTIVAS GENERALES PREGRADO PRESENC,BANCA DE INVERSION C4G1,,,,,,,,,,,,,MATITUY TORRES DIEGO ARMANDO,22.09.2025,21.11.2025,06:00:00,07:59:00,LUNES N411 CALLE79,,MIERCOLES N411 CALLE79,,VIERNES N411 CALLE79,,
2025-2,FAFCE,FFA00017,FFA00017C301,3,C3,ELECTIVAS GENERALES PREGRADO PRESENC, PROGRAMACION NEUROLIN C3G1,,,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,21.07.2025,19.09.2025,18:00:00,19:59:00,LUNES N611 CALLE79,,MIERCOLES N611 CALLE79,,VIERNES N611 CALLE79,,
2025-2,FAFCE,FFA00017,FFA00017C302,3,C3,ELECTIVAS GENERALES PREGRADO PRESENC, PROGRAMACION NEUROLIN C3G2,,,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,21.07.2025,15.09.2025,12:00:00,13:59:00,LUNES L512 CALLE78,,,,,,
2025-2,FAFCE,FFA00017,FFA00017C302,3,C3,ELECTIVAS GENERALES PREGRADO PRESENC, PROGRAMACION NEUROLIN C3G2,,,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,23.07.2025,19.09.2025,12:00:00,13:59:00,,,MIERCOLES N403 CALLE79,,VIERNES N403 CALLE79,,
2025-2,FAFCE,FFA00017,FFA00017C401,3,C4,ELECTIVAS GENERALES PREGRADO PRESENC, PROGRAMACION NEUROLIN C4G1,,,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,22.09.2025,19.11.2025,20:00:00,21:59:00,LUNES L612 CALLE78,,MIERCOLES L612 CALLE78,,,,
2025-2,FAFCE,FFA00017,FFA00017C401,3,C4,ELECTIVAS GENERALES PREGRADO PRESENC, PROGRAMACION NEUROLIN C4G1,,,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,26.09.2025,21.11.2025,20:00:00,21:59:00,,,,,VIERNES N406 CALLE79,,
2025-2,FAFCE,FFA00017,FFA00017C402,3,C4,ELECTIVAS GENERALES PREGRADO PRESENC, PROGRAMACION NEUROLIN C4G2,,,,,,,,,,,,,MORENO CEBALLOS HAIDY JOHANNA,22.09.2025,21.11.2025,10:00:00,11:59:00,LUNES N506 CALLE79,,MIERCOLES N506 CALLE79,,VIERNES N506 CALLE79,,
